"Plan";"Cod";"Nombre Corto";"Eje";"Área";"Medida";"Objetivo";"Descripción";"Tipo de Medida";"Area de aplicación";"Año inicio";"Plazo ejecución";"Responsable";"Colaboradores internos";"Colaboradores externos";"Vinculación normativa";"Adecuaciones Normativas";"Tecnología, infraestructura y recursos necesarios";"Potenciales barreras y obstáculos";"Potenciales fuentes de financiamiento";"Consideraciones de Genero";"Acciones";"Indicador";"Meta";"status";"Tipología Territorial";"Escala Jurisdiccional"
"Alhue";"MX-04";;"MIX";"TRA";"Modelos cooperativos para el manejo ganadero sustentable en laderas";"OE1. Institucionalizar la gobernanza climática municipal en Alhué para proteger ecosistemas, impulsar la descarbonización y el desarrollo local.";"Capacitación y articulación de arrieros locales en técnicas de pastoreo sustentable, holístico y silvopastoril. Organizar el pastoreo previene la sobrecarga animal extensiva, frena la erosión del suelo, facilita la regeneración natural de la cubierta vegetal e incrementa la infiltración hídrica.";"FC; BP";"Rural (Laderas del Cordón de Cantillana / Paisaje de Conservación)";"2028";"2030";"PRODESAL; ODEL";"Oficina de Medio Ambiente";"ONG Kintu; SAG; INDAP; Agrupaciones de arrieros y ganaderos de Alhué.";"Plan Sectorial de Adaptación Silvoagropecuario, Estrategia Nacional de Desarrollo Rural.";"Incorporación de pautas de carga animal máxima en los planes de manejo apoyados por la ODEL.";"Cercos móviles eléctricos, abrevaderos estratégicos para guiar al ganado, molinos para procesamiento de vaina de espino (quirinca) como forraje suplementario, veterinarios y agrónomos.";"SOC";"NAC; REG; OTR";"Proteger los suelos de la erosión en las cuencas altas asegura la recarga de los pozos APR de las comunidades más vulnerables ubicadas en el fondo del valle.";"A1. Mesa de trabajo y catastro con arrieros. A2. Diseño de plan de pastoreo rotativo. A3. Entrega de insumos (cercos/molinos) a la cooperativa. A4. Capacitación y monitoreo de la regeneración del suelo.";"Ganaderos capacitados y superficie bajo manejo holístico";"Conformar 1 modelo asociativo o cooperativa ganadera con al menos 15 arrieros implementando manejo sustentable en 100 hectáreas de ladera al 2030.";"Revisado";"";"COM"
"Alhue";"MX-05";;"MIX";"TRA";"Campaña de posicionamiento ecoturístico ""Alhué"" y circuitos de bajas emisiones desde Santiago";"OE1. Institucionalizar la gobernanza climática municipal en Alhué para proteger ecosistemas, impulsar la descarbonización y el desarrollo local.";"Campaña de imagen que posiciona a Alhué como un ""Destino Regenerativo"". A través de alianzas público-privadas, se diseñarán circuitos e infraestructura para tours (asociado a medida A- 09) desde Santiago utilizando electromovilidad. Esto descarboniza el traslado turístico, conecta los Santuarios de la Naturaleza y provee medios de vida alternativos frente a la sequía.";"F; PP";"Comunal / Intercomunal (Conexión Santiago - Alhué)";"2029";"2030";"Oficina de Turismo";"SECPLA; Oficina de Medio Ambiente; Oficina de Cultura";"SERNATUR; Cámara de Turismo y Comercio de Alhué; Agencia de Sostenibilidad Energética; Tour Operadores de Santiago";"Plan Sectorial de Adaptación y Mitigación de Turismo, Plan de Desarrollo Turístico (PLADETUR).";"Aprobación del PLADETUR con foco exclusivo en Turismo de Intereses Especiales (TIE) de Bajas Emisiones.";"Red de electrolineras o cargadores eléctricos de acceso público (mencionados en la Estrategia Energética Local), material de marketing digital de alto estándar, guías locales bilingües.";"TEC";"REG; NAC; PRI";"La cadena de valor del turismo rural (gastronomía, artesanía, hospedaje) está altamente feminizada. Posicionar la comuna aumenta directamente los ingresos de agrupaciones de mujeres emprendedoras.";"A1. Diseño de la marca ""Alhué Regenerativo"". A2. Firma de alianzas con operadores de transporte limpio en Santiago. A3. Lanzamiento de la campaña de marketing. A4. Medición de huella de carbono de los turistas.";"Alianzas de transporte limpio y visitantes al ecoturismo local";"Establecer 2 circuitos turísticos oficiales operando 100% con electromovilidad desde Santiago y aumentar en un 20% el flujo de ecoturismo de intereses especiales al año 2030.";"Revisado";"";"REG"
"Calera de Tango";"1.1.1";;"MDI";"GOB";"1.1.1. Insertar en el PLADECO la temática de cambio climático ";"1. Potenciar las capacidades municipales para la adaptación y mitigación ante el cambio climático ";"Incorporar dentro de las líneas del PLADECO el trabajo y planificación elaborada en el presente PACCC. ";"PP";"";"";"2025";"SECPLA ";"SECPLA; Unidad de Medio Ambiente  ";"Consultora externa";"PACCC, PLADECO ";"";"No aplica";"";"LOC";"";"";"PLADECO actualizado con temática de cambio climático incluida ";"";"Revisado";"";"COM"
"Calera de Tango";"1.1.2";;"MDI";"GOB";"1.1.2. Mejorar y actualizar el Plan de Emergencia ";"1. Potenciar las capacidades municipales para la adaptación y mitigación ante el cambio climático ";"Actualizar el Plan de Emergencia existente, incluyendo dentro de su contenido la variable de cambio climático para una mejor gestión y preparación ante el riesgo de desastres. ";"PP";"";"";"2025";"Unidad de Emergencia ";"Dirección de Gestión del Riesgo de Desastres; Dirección de Aseo, Ornato y Medio Ambiente; Bomberos; Concejo Municipal ";"SENAPRED ";"Plan de Emergencia comunal, PLADECO ";"";"SIG ";"";"LOC; NAC";"";"";"Plan de emergencia actualizado ";"";"Revisado";"";"COM"
"Calera de Tango";"1.1.3";;"MDI";"GOB";"1.1.3. Incluir criterios de cambio climático en instrumentos de gestión municipal ";"1. Potenciar las capacidades municipales para la adaptación y mitigación ante el cambio climático ";"Incorporar la variable de cambio climático en la Ordenanza Ambiental municipal y en las licitaciones de compras de productos y servicios. ";"PP";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente; Dirección de Administración y Finanzas";"Dirección de Administración y Finanzas; Dirección de Aseo, Ornato y Medio Ambiente; Direcciones municipales; Encargado Jurídico; Concejo Municipal";"";"Ordenanza municipal de protección al medio ambiente, bases de licitaciones actuales ";"";"No aplica";"";"LOC";"";"";"NÂ° de criterios de cambio climático incluidos en licitaciones; Ordenanza de protección ambiental incluye cambio climático (mediante nuevo título o al menos un artículo dentro de título) ";"";"Revisado";"";"COM"
"Calera de Tango";"1.2.1";;"MDI";"GOB";"1.2.1. Programa de capacitación funcionaria en gestión de riesgo de desastres y cambio climático a nivel local ";"1. Potenciar las capacidades municipales para la adaptación y mitigación ante el cambio climático ";"Potenciar las competencias internas del municipio para contar con funcionarios informados y empoderados en temáticas sobre cambio climático. ";"FC";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente ";"Dirección de Aseo, Ornato y Medio Ambiente";"Academia; centros de investigación;  ONGs; Seremi de Medio Ambiente; INDAP; CONAF; Seremi de energía; SENAPRED";"PLADECO, PMG, SCAM ";"";"No aplica";"";"OTR; LOC";"";"";"NÂ° funcionarios capacitados; NÂ° de talleres y charlas realizadas ";"";"Revisado";"";"COM"
"Calera de Tango";"1.2.2";;"MDI";"GOB";"1.2.2. Ciclo de charlas sobre adaptación y mitigación del cambio climático a nivel local ";"1. Potenciar las capacidades municipales para la adaptación y mitigación ante el cambio climático ";"Desarrollar un ciclo de talleres, charlas y conversatorios para funcionarios municipales respecto a acciones relacionadas con al menos las nueve áreas temáticas propuestas por la DAOMA. ";"FC";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente ";"Dirección de Aseo, Ornato y Medio Ambiente ";"Academia; centros de investigación; ONGs; Seremi de Medio Ambiente; INDAP; CONAF; Seremi de energía; SENAPRED ";"PLADECO, PMG, SCAM ";"";"No aplica";"";"LOC; OTR";"";"";"NÂ° funcionarios capacitados; NÂ° de talleres y charlas realizadas ";"";"Revisado";"";"COM"
"Calera de Tango";"2.1.1";;"MDI";"EYD";"2.1.1. Incluir al Plan de Educación de los colegios el cambio climático ";"2. Educar a la comunidad para una participación consciente, activa y coordinada ante los desafíos que plantea el cambio climático a nivel local ";"Establecer dentro del Plan Anual de Educación de los colegios, talleres extracurriculares que refuercen los conocimientos de los alumnos respecto al cambio climático y sus efectos a nivel local.";"FC";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Unidades Técnicas Pedagógicas; Docentes";"SLEP el Pino";"Malla curricular de los colegios";"";"No aplica";"";"OTR";"";"";"Plan de educación de los colegios incluye
materias extracurriculares sobre cambio
climático; NÂ° de docentes capacitados en la
temática";"";"Revisado";"";"COM"
"Calera de Tango";"2.1.2";;"";"EYD";"2.1.2. Ciclo de charlas a Unidades Operativas Comunales ";"2. Educar a la comunidad para una participación consciente, activa y coordinada ante los desafíos que plantea el cambio climático a nivel local ";"Educar a pequeños productores agrícolas, campesinos y sus familias, respecto a los impactos que el cambio climático tiene sobre sus medios de vida y desarrollo local, considerando el alto porcentaje de actividad agrícola de la comuna, con apoyo del programa PRODESAL. ";"FC";"";"";"2027";"Encargado PRODESAL";"Encargado PRODESAL del Departamento de Fomento Productivo; Dirección de Aseo, Ornato y Medio Ambiente, CONAF; Sector Privado";"ASCC";"No aplica";"";"No aplica";"";"LOC";"";"";"NÂ° Unidades Operativas Comunales capacitadas; NÂ° de charlas realizadas";"";"Revisado";"";"COM"
"Calera de Tango";"2.2.1";;"MDI";"EYD";"2.2.1. Campañas de difusión y concientización sobre cambio climático y realidad local ";"2. Educar a la comunidad para una participación consciente, activa y coordinada ante los desafíos que plantea el cambio climático a nivel local ";"Realizar una campaña anual a través de diferentes medios de comunicación local (página web, radio, boletines, afiches, puntos informativos en colegios, negocios, etc.) respecto a: qué es el cambio climático, cómo afecta a nivel local, qué implicancias tiene a futuro y qué acciones puede tomar la comunidad para aminorar sus impactos. ";"FC";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente; Encargado de Comunicaciones municipal";"Dirección de Aseo, Ornato y Medio Ambiente; Encargado de Comunicaciones municipal; Sector Privado";"";"PLADECO, PACCC";"";"Medios de comunicación definidos para la medida";"";"LOC";"";"";"NÂ° medios de difusión utilizados; Cumplimiento de las campañas
anuales de difusión";"";"Revisado";"";"COM"
"Calera de Tango";"2.2.2";;"MDI";"EYD";"2.2.2. Fomentar la participación ciudadana ";"2. Educar a la comunidad para una participación consciente, activa y coordinada ante los desafíos que plantea el cambio climático a nivel local ";"Programar anualmente al menos dos sesiones del CAC para discutir y planificar acciones comunitarias que apunten a la adaptación y mitigación del cambio climático, con el objeto de fortalecer los canales establecidos por el SCAM y dar énfasis al mejoramiento de hábitos y conciencia ambiental dentro de los diferentes actores comunales. ";"FC";"";"";"2027";"DAOMA; Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Comité Ambiental Comunal";"";"PACCC, SCAM";"";"Dependiente de las medidas y acciones que se planteen en las sesiones programadas del
CAC";"";"LOC; PRI; OTR; CON";"";"";"NÂ° talleres realizados; Cumplimiento de programaciones anuales; NÂ° iniciativas surgidas desde el CAC";"";"Revisado";"";"COM"
"Calera de Tango";"3.1.1";;"MDI";"EYD";"3.1.1. Formar monitores para educar sobre ecosistemas locales";"3. Fomentar la recuperación, protección y conservación de los ecosistemas y recursos naturales locales ";"Realizar una formación de monitores para educar a la comunidad sobre ecosistemas locales, con especial énfasis en conocimientos sobre el cerro Chena y Lonquén. ";"FC";"";"";"2027";"Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente";"";"Plan de acción "Pucarás del Maipo"";"";"No aplica";"";"LOC; REG";"";"";"NÂ° monitores formados";"";"Revisado";"";"COM"
"Calera de Tango";"3.1.2";;"MDI";"3.1. Continuidad plan de acción "Pucarás del Maipo" ";"3.1.2. Fiscalizar actividades comerciales vinculadas a los ecosistemas locales ";"3. Fomentar la recuperación, protección y conservación de los ecosistemas y recursos naturales locales ";"Vigilar la recolección, extracción y comercialización de flora autóctona y endémica para detener su reducción.";"BP";"";"";"2026";"Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Ciudadania";"PDI; Carabineros; CONAF; SAG";"Plan de acción "Pucarás del Maipo", Ordenanza Ambiental y de Arbolado Urbano";"";"No aplica";"";"CON; LOC";"";"";"NÂ° de fiscalizaciones realizadas";"";"Revisado";"";"COM"
"Calera de Tango";"3.2.1";;"MDI";"BIO";"3.2.1. Establecer convenios con la academia ";"3. Fomentar la recuperación, protección y conservación de los ecosistemas y recursos naturales locales ";"Firmar convenios para el desarrollo de estudios sobre ecosistemas locales, para diagnosticar su cantidad y estado de vulnerabilidad. ";"FC";"";"";"2028";"Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Encargado Jurídico";"Academia";"No aplica";"";"SIG";"";"REG; PRI; OTR";"";"";"NÂ° convenios firmados; NÂ° estudios realizados";"";"Revisado";"";"COM"
"Calera de Tango";"3.2.2";;"MDI";"BIO";"3.2.2. Establecer convenios con el sector privado ";"3. Fomentar la recuperación, protección y conservación de los ecosistemas y recursos naturales locales ";"Generar convenios, donaciones y ejecución de RSE con empresas privadas, para fomentar acciones concretas en pro de la recuperación y conservación de los ecosistemas locales. ";"F";"";"";"2028";"Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Encargado Jurídico";"Sector Privado";"No aplica";"";"No aplica";"";"PRI; LOC";"";"";"NÂ° convenios firmados; NÂ° intervenciones realizadas";"";"Revisado";"";"COM"
"Calera de Tango";"3.2.3";;"MDI";"BIO";"3.2.3. Establecer convenio con Asociación de Canalistas del Maipo (ACM) ";"3. Fomentar la recuperación, protección y conservación de los ecosistemas y recursos naturales locales ";"Establecer convenios con la ACM para diagnosticar el estado de los canales de la comuna y su operatividad comparativa en el tiempo, con apoyo de la academia y otros actores públicos o privados. ";"FC";"";"";"2028";"Asociación de Canalistas del Maipo; Dirección de Aseo, Ornato y Medio Ambiente";"Dirección de Aseo, Ornato y Medio Ambiente; Encargado Jurídico";"Asociación de Canalistas del Maipo";"No aplica";"";"Estaciones de medición del estado de los canales, SIG";"";"PRI; LOC; REG";"";"";"NÂ° estudios de monitoreo y seguimiento a
canales realizados; NÂ° comparaciones temporales realizadas";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GOB";"Programa de actualización de ordenanzas, reglamentos e instrumentos de gestión municipal con participación ciudadana.";"Actualizar de manera participativa, en consonancia con la experiencia cotidiana de las vecinas y vecinos, el cuerpo de herramientas técnicas y jurídicas de las que dispone el municipio para desarrollar sus funciones en materia de gestión Medioambiental, contemplando las últimas actualizaciones de la Ley en la materia.";"Se propone fortalecer y actualizar nuestra normativa comunal conforme a las últimas modificaciones proporcionadas por el ingreso de nuevos cuerpos legales en materia de medioambiente, contemplando la necesidad de adaptar la gestión municipal a los nuevos desafíos que presenta el cambio climático.";"PP";"";"";"Mediano plazo";"";"";"";"";"";"";"";"LOC";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GOB";"Programa de Asambleas Comunales de Medioambiente.";"Institucionalizar la figura anual de una asamblea de medioambiente, en el día del medioambiente, como forma deliberativa de la sociedad civil para proponer, diseñar y articular planes, proyectos, programas y acciones de ejecución conjunta con el municipio en temáticas medioambientales.";"Se pretende estimular la gestión medioambiental desde un sentido de deber ciudadano para con la comuna a través de la apropiación de instancias de trabajo y coordinación vinculantes entre municipio y miembros de la sociedad civil de manera abierta.";"PP";"";"";"Corto Plazo";"";"";"";"";"";"";"";"LOC";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GOB";"Programa de inserción municipal dentro de programas de certificación nacionales e internacionales.";"Incrementar la capacidad municipal para cumplir con estándares nacionales e internacionales en materia de gestión sostenible de recursos.";"Se estimular una transformación interna, a nivel municipal, para adaptar sus componentes estructurales y su orgánica a modelos de gestión sostenible, por medio de la incorporación del municipio en diferentes instancias de certificación y medición como Smart City Chile y WWF entre otros.";"PP; FC";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GOB";"Instalar comités ambientales en las unidades vecinales de la comuna.";"Apoyar en la organización y articulación de una red organizada de actores vecinales, capaces de identificar problemáticas e ideas soluciones, con capacidad para postular a fondos y alinearse a la gestión municipal en materia de medioambiente.";"Se pretende avanzar hacia el fortalecimiento de una red institucional de vecinas y vecinos dentro del todo el territorio con la autonomía necesaria para abordar y solucionar situaciones medioambientales con el apoyo y asesoría de la municipalidad.";"PP";"";"";"Mediano plazo";"";"";"";"";"";"";"";"LOC";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GSH";"Programa de gestión Matriz Hídrica Municipal.";"Conforme a los datos de consumo municipal, tanto de sus dependencias como de sus puntos de riego en áreas verdes, construir un piloto de matriz hídrica para el control del uso del recurso. A fin de disminuir el consumo global municipal de agua.";"Se plantea, establecer un control minucioso del consumo de agua municipal en sus distintos puntos, estableciendo medidas de mitigación para aquellos en donde se detecte sobreconsumo, uso irregular u otra situación que no se alinea al objetivo de utilización sostenible del recurso. Se pretende ampliar esta matriz a colegios municipales y sedes vecinales.";"BP; SAM";"";"";"Corto Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Con Observaciones";"";"COM"
"Nunoa";"";;"MIT";"ENE";"Programa de reducción municipal de consumo de energías fósiles";"Se busca mejorar la infraestructura municipal por medio de la implementación de una serie de adaptaciones tales como: 1) Instalación de paneles solares en todas sus dependencias. 2) Impermeabilización de oficinas e instalación de mecanismos de calefacción basados en energías renovables. 3) Reducción de flota vehicular con base en consumo de diésel o petróleo y aumento de flota con base en consumo electro o híbrido.";"Se busca reducir directamente la huella de carbono municipal en su gestión cotidiana. Se pretende ampliar esta medida a colegios municipales y sedes vecinales.";"IT";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"MIT";"ENE";"Programa de Apoyo a la obtención de Energías Renovables";"Se compromete la gestión de convenios con productores sostenibles expertos en energías renovables, para ofrecer facilidades a las vecinas y vecinos en la instalación de paneles fotovoltaicos y otras alternativas de ahorro energético domiciliario, con el fin de estimular el aporte vecinal a la matriz energética comunal.";"Se pretende formar alianzas y convenios con expertos para lograr facilitar la implementación mecanismos de ahorro con base en energías renovables a los vecinos de la comuna. Se pretende ampliar esta matriz a colegios municipales y sedes vecinales.";"IT";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"GSH";"Evaluación de Compra de Derechos de Agua para uso y rehabilitación de napas y canales.";"Evaluar acciones que permitan la rehabilitación de cursos de agua y napas comunales.";"Se plantea evaluar la compra de derechos de agua del Canal San Carlos para la articulación de procesos de rehabilitación de cursos de agua y napas dentro de la comuna. Se pretende ampliar esta matriz a colegios municipales y sedes vecinales.";"F; SbN";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"MIT";"INF";"Programa de implementación y acondicionamiento de Ciclovías comunales";"Se pretende aumentar la posibilidad de uso de medios de transporte no contaminantes a partir de la implementación de nuevas ciclovías y reacondicionamiento de aquellas que se usan en la actualidad";"Se pretende ampliar los km de ciclovía para dotar a la comuna de mayores facilidades para transporte no contaminante.";"IO";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"MIT";"TYM";"Implementación de transporte comunal gratuito para vecinas y vecinos eléctrico.";"Se incentivar el uso de medios de transporte sin emisiones de co2, con facilidad para que las vecinas y vecinos de la comuna puedan desplazarse sin necesidad del uso de automóvil o locomoción colectiva no adaptada al cambio climático.";"Compra o licitación de flota de vehículos de transporte urbano eléctrico.";"IT";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"INF";"Implementación de puntos de recaptación de aguas lluvias a nivel comunal.";"Implementar medidas para la recaptación de aguas lluvias en bien nacional de uso público para aprovechamiento del recurso hídrico, así como la experimentación con la irrigación de canales secos dentro de la comuna, con el fin de reabastecer napas subterráneas.";"Se pretende implementar medidas de reabastecimiento de suelos e instalación de infraestructura destinada a la recaptación de agua. Esta medida contempla el incentivo de pilotos en cedes vecinales y colegios.";"IT";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"INF; DES";"Programa de despeje y rehabilitación de infraestructura crítica comunal";"Implementar acciones de detección e intervención de puntos de conflicto entre basura aérea, cámaras de seguridad, red eléctrica y otros servicios y arbolado urbano.";"A partir del diagnóstico municipal proporcionado por seguridad ciudadana, alumbrado público y la ciudadanía, se pretende trabajar en conjunto con empresas de servicios para optimizar la relación entre nuestra infraestructura urbana critica en caso de desastres naturales y nuestro arbolado urbano.";"BP";"";"";"Corto a Mediano Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"DES; GOB";"Mesa comunal de gestión y prevención de desastres.";"Establecer planes comunales acotados a sectores socialmente comprometidos para prevención, control e intervención en caso de desastres naturales.";"A partir del diagnóstico municipal proporcionado por seguridad ciudadana, alumbrado público y la ciudadanía, se pretende trabajar articular una mesa de trabajo con participación ciudadana para la elaboración de Planes, programas y protocolos de intervención y subsanación de condiciones de riesgo en sectores de la comuna comprometidos.";"PP";"";"";"Corto a Mediano Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"ADA";"VER";"Diseño de Plan Director de Arbolado Urbano";"Considerando que la fortaleza comunal para disminuir nuestras emisiones se relaciona directamente con la conservación y el incremento de nuestro patrimonio arbóreo, se plantea como objetivo establecer bases técnicas y alianzas estratégicas con universidades, Estado y otros municipios de la región, para elaborar un plan de arbolado urbano de largo plazo que se oriente a: 1) Incrementar el número de plantaciones anuales, con foco en sectores identificados como zonas de calor. 2) Selección de especies que reúnan los criterios, en términos de maximizar beneficios ecosistémicos con bajo recurso hídrico de mantenimiento, resistencia a la presencia de insectos y otros vectores, entre otros.";"El incremento y la planificación del proceso de incorporación de nuevos individuos, así como su elección, se comprende como una labor altamente técnica y científica, la que debe dialogar a la vez con la experiencia de un hábitat urbano, las más de las veces, poco adaptativo. Por esta razón, se han iniciado procesos de acercamiento a la academia y a la experiencia de otros municipios para rescatar lecciones y articular, en base a la información contenida en el catastro de arbolado un Plan Director que Impulse el incremento del patrimonio arbóreo.";"PP";"";"";"Largo Plazo";"";"";"";"";"";"";"";"LOC; OTR";"";"";"";"";"Revisado";"";"COM"
"Nunoa";"";;"Mitigación";"INCREMENTO Y CONSERVACIÓN DEL PATRIMONIO ARBÓREO, NUESTRAS ÁREAS VERDES Y LA BIODIVERSIDAD EN GENERAL";"Creación de un catastro de áreas verdes y zonas de intervención con paisajismo táctico.";"Se pretende diagnosticar el estado de las áreas verdes comunales con criterios de actualización de tecnologías para enfrentar el cambio climático con: 1) Incremento de riego tecnificado. 2) Evaluación de nuevas especies con criterio de bajo requerimiento hídrico. 3) Habilitación de puntos de hidratación. 4) Investigación y desarrollo vecinal de nuevos espacios verdes. 5) Articulación vecinal para creación de jardines sustentables en puntos críticos de desecho de residuos domiciliarios.";"Se pretende avanzar desde un modelo centrado en la mantención del área verde a uno dinámico que incorpora actores desde la sociedad civil en un proceso de investigación, desarrollo y aplicación de nuevas técnicas de creación de estos espacios, así como su uso para soluciones contingente frente a diversas problemáticas sanitarias.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal y fuentes de financiamiento externo.";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Adaptación";"ECONOMÍA CIRCULAR BASADA EN LA GESTIÓN ESTRATÉGICA DE LOS RESIDUOS DOMICILIARIOS";"Crear y disponibilizar un catastro de proveedores sostenibles certificados.";"Estimular y apoyar el desarrollo de redes de proveedores de servicios y bienes acreditados como sostenibles y su identificación por parte de la ciudadanía, a través de alianzas e incentivos por medio de nuestra tarjeta vecino.";"Se pretende estimular el aumento de la exigencia por parte de los consumidores hacia los productores, tomando como eje el carácter sostenible de la producción de sus insumos. Asimismo, se pretende difundir y desmitificar la exclusividad de este tipo de mercados.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Mitigación";"ECONOMÍA CIRCULAR BASADA EN LA GESTIÓN ESTRATÉGICA DE LOS RESIDUOS DOMICILIARIOS";"Impulsar eventos y ferias de emprendimiento verde a nivel comunal";"Estimular y apoyar el desarrollo de emprendimientos sostenibles dentro de la comuna, a través de plataformas de difusión municipal y actividades afines.";"Se pretende estimular un mercado local sostenible de productores, que permita ampliar la oferta de bienes y servicios creados a partir de una perspectiva carbono neutral.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal y fuentes de financiamiento externo.";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Mitigación";"ECONOMÍA CIRCULAR BASADA EN LA GESTIÓN ESTRATÉGICA DE LOS RESIDUOS DOMICILIARIOS";"Establecer alianzas con proveedores para la reutilización de residuos no contemplados en la actualidad por la Ley REP";"Aumentar la oferta de residuos susceptibles de ser reciclados a nivel comunal";"Si bien la Ley REP ha designado a los GRANSIC para ejecutar el servicio de recolección de residuos susceptibles de ser reciclados, esta aun no avanza hacia la recolección de la totalidad de todos los materiales. En esta línea, se pretende generar convenios de recolección con proveedores para maximizar el potencial de recuperación de residuos a nivel comunal.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal y fuentes de financiamiento externo.";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Adaptación";"ECONOMÍA CIRCULAR BASADA EN LA GESTIÓN ESTRATÉGICA DE LOS RESIDUOS DOMICILIARIOS";"Crear un Programa de educación ambiental con apoyo de diversos actores de la sociedad civil.";"Maximizar la capacidad educativa comunal en materia de medioambiente.";"Se busca crear un programa de educación y difusión de contenido medioambiental que permita identificar: 1) Contenidos relevantes. 2) Focos y audiencias. 3) Relatores o facilitadores dentro de la red comunal. 4) Plataformas de difusión. Que permita un intercambio de conocimientos y acciones en la materia, además de propiciar el apoyo institucional a las acciones más relevantes.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal y fuentes de financiamiento externo.";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Adaptación";"ECONOMÍA CIRCULAR BASADA EN LA GESTIÓN ESTRATÉGICA DE LOS RESIDUOS DOMICILIARIOS";"Laboratorio de Iniciativas Sociales sostenibles";"Se plantea la necesidad de apoyar ideas de todo orden de escala e impacto emanadas de la sociedad civil en materia de resolución de problemáticas medioambientales, con apoyo municipal en todas sus etapas y estados de desarrollo";"Apoyar el desarrollo de la iniciativa local para la resolución de problemas medioambientales, mediante la asesoría, apoyo en la captación de recursos y la puesta en práctica de ideas que se alinean a la misión de este plan.";"";"";"";"Largo Plazo";"";"";"";"";"";"";"";"Presupuesto municipal y fuentes de financiamiento externo.";"";"";"";"";"Pendiente";"";""
"Nunoa";"";;"Mitigación";"PROTECCIÓN COMUNAL Y FISCALIZACIÓN DEL COMPROMISO AMBIENTAL DEL PRIVADO EN LA COMUNA.";"Crear Unidad de fiscalización Municipal de Proyectos comunales";"Fortalecer la institucionalidad municipal para abordar de manera transversal y sostenible los impactos asociados gestión de proyectos urbanos, proponiendo mejores condiciones de compensación en las resoluciones de calificación de impacto ambiental, así como apoyar a la organización ciudadana para la defensa de su patrimonio natural y social.";"Se plantea la relevancia de crear una oficina municipal que oficie como contraparte municipal y de la ciudadanía ante el Servicio de Evaluación Medioambiental y las empresas que proponen proyectos urbanísticos en Ñuñoa, con el fin de asegurar y garantizar un estándar sostenible en la implementación, como en la generación de medidas compensatorias por causa de externalidades e impactos asociados a su construcción.";"";"";"";"Corto Plazo";"";"";"";"";"";"";"";"Presupuesto municipal";"";"";"";"";"Pendiente";"";""
